raw_specialty,nucc_codes,Label,explain,validated_label_used,methodA_flag,methodA_overlap_unigram,methodA_overlap_bigram,methodA_uni_jaccard,methodA_bi_jaccard,methodB_flag,methodB_fwd,methodB_rev,methodB_avg,methodC_flag,methodC_cosine,green_flag
Neuromuscular Medicine,207PE0004X|2081N0008X|2084N0008X,1.0,fuzzy match (query='neuromuscular medicine'): 'medicine' score=1.00; 'medicine rehabilitation neuromuscular medicine' score=1.00; 'psychiatry neurology neuromuscular medicine' score=1.00,,,,,,,,,,,,,1
Integrative Medicine,202D00000X,1.0,exact match on 'integrative medicine',,,,,,,,,,,,,1
Psychiatry,2084A0401X|2084B0040X|2084P0301X|2084P0802X|2084P0804X,1.0,fuzzy match (query='psychiatry'): 'psychiatry neurology addiction medicine' score=1.00; 'psychiatry neurology addiction psychiatry' score=1.00; 'psychiatry neurology behavioral neurology neuropsychiatry' score=1.00; 'psychiatry neurology brain injury medicine' score=1.00; 'psychiatry neurology child adolescent psychiatry' score=1.00 + spacing rescue,,,,,,,,,,,,,1
Cardiothoracic Surgery,208600000X|208G00000X,1.0,fuzzy match (query='cardiothoracic surgery'): 'surgery' score=1.00; 'thoracic surgery cardiothoracic vascular surgery' score=1.00,,,,,,,,,,,,,1
Pediatrics,208000000X,1.0,exact match on 'pediatrics' + spacing rescue,,,,,,,,,,,,,1
Medical Oncology,261QX0200X,1.0,exact match on 'oncology',,,,,,,,,,,,,1
Urology,208800000X,1.0,exact match on 'urology' + spacing rescue,,,,,,,,,,,,,1
Pharmacist,183500000X,1.0,exact match on 'pharmacist' + spacing rescue,,,,,,,,,,,,,1
Anesthesiology,207L00000X,1.0,exact match on 'anesthesiology' + spacing rescue,,,,,,,,,,,,,1
Breast Surgery,208600000X,1.0,fuzzy match (query='breast surgery'): 'surgery' score=1.00,,,,,,,,,,,,,1
Vascular Surgery,208600000X|2086S0129X|208G00000X,1.0,fuzzy match (query='vascular surgery'): 'surgery' score=1.00; 'surgery vascular surgery' score=1.00; 'thoracic surgery cardiothoracic vascular surgery' score=1.00,,,,,,,,,,,,,1
Ophthalmology,207W00000X,1.0,exact match on 'ophthalmology' + spacing rescue,,,,,,,,,,,,,1
Pain Management,163WP0000X|261QP3300X,1.0,fuzzy match (query='pain management'): 'nurse pain management' score=1.00; 'pain' score=1.00,,,,,,,,,,,,,1
Infectious Disease,207RI0200X,1.0,fuzzy match (query='infectious disease'): 'internal medicine infectious disease' score=1.00,,,,,,,,,,,,,1
Sleep Medicine,207PE0004X|207QS1201X|207RS0012X|207YS0012X|2080S0012X,1.0,fuzzy match (query='sleep medicine'): 'medicine' score=1.00; 'family medicine sleep medicine' score=1.00; 'internal medicine sleep medicine' score=1.00; 'otolaryngology sleep medicine' score=1.00; 'pediatrics sleep medicine' score=1.00,,,,,,,,,,,,,1
Speech Pathologist,235Z00000X,1.0,fuzzy match (query='speech pathologist'): 'speech language pathologist' score=1.00,,,,,,,,,,,,,1
Obstetrics and Gynecology,207V00000X,1.0,exact match on 'obstetrics gynecology',,,,,,,,,,,,,1
General Surgery,208600000X|208D00000X,1.0,fuzzy match (query='general surgery'): 'general' score=1.00; 'surgery' score=1.00,,,,,,,,,,,,,1
Neurology,2084A0401X|2084B0040X|2084P0301X|2084P0802X|2084P0804X,1.0,fuzzy match (query='neurology'): 'psychiatry neurology addiction medicine' score=1.00; 'psychiatry neurology addiction psychiatry' score=1.00; 'psychiatry neurology behavioral neurology neuropsychiatry' score=1.00; 'psychiatry neurology brain injury medicine' score=1.00; 'psychiatry neurology child adolescent psychiatry' score=1.00 + spacing rescue,,,,,,,,,,,,,1
Hospitalist,208M00000X,1.0,exact match on 'hospitalist' + spacing rescue,,,,,,,,,,,,,1
Urology,208800000X,1.0,exact match on 'urology' + spacing rescue,,,,,,,,,,,,,1
Vascular Surgery,208600000X|2086S0129X|208G00000X,1.0,fuzzy match (query='vascular surgery'): 'surgery' score=1.00; 'surgery vascular surgery' score=1.00; 'thoracic surgery cardiothoracic vascular surgery' score=1.00,,,,,,,,,,,,,1
Family Medicine,207PE0004X|207Q00000X|207QA0000X|207QA0401X|207QA0505X,1.0,fuzzy match (query='family medicine'): 'medicine' score=1.00; 'family medicine osteopathic manipulative treatment' score=1.00; 'family medicine addiction medicine' score=1.00; 'family medicine adolescent medicine' score=1.00; 'family medicine adult medicine' score=1.00,,,,,,,,,,,,,1
Family Medicine,207PE0004X|207Q00000X|207QA0000X|207QA0401X|207QA0505X,1.0,fuzzy match (query='family medicine'): 'medicine' score=1.00; 'family medicine osteopathic manipulative treatment' score=1.00; 'family medicine addiction medicine' score=1.00; 'family medicine adolescent medicine' score=1.00; 'family medicine adult medicine' score=1.00,,,,,,,,,,,,,1
Infertility,163WR1000X,1.0,fuzzy match (query='infertility'): 'nurse reproductive endocrinology infertility' score=1.00,,,,,,,,,,,,,1
Plastic and Reconstructive Surgery,207WX0200X|208200000X|208600000X|2086S0122X,1.0,fuzzy match (query='plastic reconstructive surgery'): 'ophthalmology ophthalmic plastic reconstructive surgery' score=1.00; 'plastic surgery' score=1.00; 'surgery' score=1.00; 'surgery plastic reconstructive surgery' score=1.00,,,,,,,,,,,,,1
Internal Medicine,207R00000X,1.0,exact match on 'internal medicine',,,,,,,,,,,,,1
Neurology,2084A0401X|2084B0040X|2084P0301X|2084P0802X|2084P0804X,1.0,fuzzy match (query='neurology'): 'psychiatry neurology addiction medicine' score=1.00; 'psychiatry neurology addiction psychiatry' score=1.00; 'psychiatry neurology behavioral neurology neuropsychiatry' score=1.00; 'psychiatry neurology brain injury medicine' score=1.00; 'psychiatry neurology child adolescent psychiatry' score=1.00 + spacing rescue,,,,,,,,,,,,,1
Family Medicine,207PE0004X|207Q00000X|207QA0000X|207QA0401X|207QA0505X,1.0,fuzzy match (query='family medicine'): 'medicine' score=1.00; 'family medicine osteopathic manipulative treatment' score=1.00; 'family medicine addiction medicine' score=1.00; 'family medicine adolescent medicine' score=1.00; 'family medicine adult medicine' score=1.00,,,,,,,,,,,,,1
General Surgery,208600000X|208D00000X,1.0,fuzzy match (query='general surgery'): 'general' score=1.00; 'surgery' score=1.00,,,,,,,,,,,,,1
Registered Nurse,163W00000X|163WE0003X|363L00000X|364S00000X|364SE0003X,1.0,exact match on 'nurse',,,,,,,,,,,,,1
Internal Medicine,207R00000X,1.0,exact match on 'internal medicine',,,,,,,,,,,,,1
Critical Care Medicine - Nurse Practitioner,207PE0004X|363L00000X|363LC0200X,1.0,fuzzy match (query='critical medicine nurse'): 'medicine' score=1.00; 'nurse' score=1.00; 'nurse critical medicine' score=1.00,,,,,,,,,,,,,1
Pediatrics,208000000X,1.0,exact match on 'pediatrics' + spacing rescue,,,,,,,,,,,,,1
Cardiothoracic Surgery,208600000X|208G00000X,1.0,fuzzy match (query='cardiothoracic surgery'): 'surgery' score=1.00; 'thoracic surgery cardiothoracic vascular surgery' score=1.00,,,,,,,,,,,,,1
Adult Health - Nurse Practitioner,363L00000X|363LA2200X|364SP0809X,1.0,fuzzy match (query='adult nurse'): 'nurse' score=1.00; 'nurse psychiatric mental adult' score=1.00; 'nurse adult' score=1.00,,,,,,,,,,,,,1
Nurse Practitioner,163W00000X|163WE0003X|363L00000X|364S00000X|364SE0003X,1.0,exact match on 'nurse',,,,,,,,,,,,,1
Nephrology (Specialist),246ZN0300X,1.0,exact match on 'nephrology',,,,,,,,,,,,,1
Physical Medicine and Rehabilitation (Physiatry),207PE0004X|208100000X|283X00000X,1.0,fuzzy match (query='medicine rehabilitation physiatry'): 'medicine' score=1.00; 'medicine rehabilitation' score=1.00; 'rehabilitation' score=1.00,,,,,,,,,,,,,1
Psychiatry,2084A0401X|2084B0040X|2084P0301X|2084P0802X|2084P0804X,1.0,fuzzy match (query='psychiatry'): 'psychiatry neurology addiction medicine' score=1.00; 'psychiatry neurology addiction psychiatry' score=1.00; 'psychiatry neurology behavioral neurology neuropsychiatry' score=1.00; 'psychiatry neurology brain injury medicine' score=1.00; 'psychiatry neurology child adolescent psychiatry' score=1.00 + spacing rescue,,,,,,,,,,,,,1
Internal Medicine,207R00000X,1.0,exact match on 'internal medicine',,,,,,,,,,,,,1
Hospitalist,208M00000X,1.0,exact match on 'hospitalist' + spacing rescue,,,,,,,,,,,,,1
Nurse Practitioner,163W00000X|163WE0003X|363L00000X|364S00000X|364SE0003X,1.0,exact match on 'nurse',,,,,,,,,,,,,1
Vascular Surgery,208600000X|2086S0129X|208G00000X,1.0,fuzzy match (query='vascular surgery'): 'surgery' score=1.00; 'surgery vascular surgery' score=1.00; 'thoracic surgery cardiothoracic vascular surgery' score=1.00,,,,,,,,,,,,,1
Emergency Medicine,207P00000X|207PE0004X,1.0,exact match on 'medicine',,,,,,,,,,,,,1
Endocrinology,163WR1000X|207RE0101X|207VE0102X|2080P0205X,1.0,fuzzy match (query='endocrinology'): 'internal medicine endocrinology diabetes metabolism' score=1.00; 'obstetrics gynecology reproductive endocrinology' score=1.00; 'pediatrics pediatric endocrinology' score=1.00; 'nurse reproductive endocrinology infertility' score=1.00 + spacing rescue,,,,,,,,,,,,,1
Psychiatric/Mental Health - Nurse Practitioner,363L00000X|363LP0808X|364SP0807X|364SP0809X|364SP0810X,1.0,fuzzy match (query='psychiatric mental nurse'): 'nurse' score=1.00; 'nurse psychiatric mental' score=1.00; 'nurse psychiatric mental adult' score=1.00; 'nurse psychiatric mental child adolescent' score=1.00; 'nurse psychiatric mental child family' score=1.00,,,,,,,,,,,,,1
Medical Oncology,261QX0200X,1.0,exact match on 'oncology',,,,,,,,,,,,,1
Behavioral Health,2080P0006X|2084B0040X|251S00000X|3104A0630X,1.0,fuzzy match (query='behavioral'): 'pediatrics developmental behavioral pediatrics' score=1.00; 'psychiatry neurology behavioral neurology neuropsychiatry' score=1.00; 'community behavioral' score=1.00; 'assisted living assisted living behavioral disturbances' score=1.00,,,,,,,,,,,,,1
Critical Care Medicine,207LC0200X|207PE0004X|207RC0200X|207VC0200X|2080P0203X,1.0,fuzzy match (query='critical medicine'): 'anesthesiology critical medicine' score=1.00; 'medicine' score=1.00; 'internal medicine critical medicine' score=1.00; 'obstetrics gynecology critical medicine' score=1.00; 'pediatrics pediatric critical medicine' score=1.00,,,,,,,,,,,,,1
Transplant Surgery,204F00000X,1.0,exact match on 'transplant surgery',,,,,,,,,,,,,1
Pediatric Urology,208800000X|2088P0231X,1.0,fuzzy match (query='pediatric urology'): 'urology' score=1.00; 'urology pediatric urology' score=1.00,,,,,,,,,,,,,1
Internal Medicine,207R00000X,1.0,exact match on 'internal medicine',,,,,,,,,,,,,1
Neurosurgery,207T00000X|208600000X,0.75,fuzzy match (query='neurosurgery'): 'neurological surgery' score=0.75; 'surgery' score=0.74,Neurological Surgery,1,0,0,0.0,0.0,0,0.75,0.75,0.75,0,0.7256,0
Plastic and Reconstructive Surgery,207WX0200X|208200000X|208600000X|2086S0122X,1.0,fuzzy match (query='plastic reconstructive surgery'): 'ophthalmology ophthalmic plastic reconstructive surgery' score=1.00; 'plastic surgery' score=1.00; 'surgery' score=1.00; 'surgery plastic reconstructive surgery' score=1.00,,,,,,,,,,,,,1
Neuropsychologist,103G00000X|103GC0700X,1.0,exact match on 'neuropsychologist' + spacing rescue,,,,,,,,,,,,,1
Hospice and Palliative Medicine,207LH0002X|207PE0004X|207PH0002X|207QH0002X|207RH0002X,1.0,fuzzy match (query='hospice palliative medicine'): 'anesthesiology hospice palliative medicine' score=1.00; 'medicine' score=1.00; 'medicine hospice palliative medicine' score=1.00; 'family medicine hospice palliative medicine' score=1.00; 'internal medicine hospice palliative medicine' score=1.00,,,,,,,,,,,,,1
Psychiatry,2084A0401X|2084B0040X|2084P0301X|2084P0802X|2084P0804X,1.0,fuzzy match (query='psychiatry'): 'psychiatry neurology addiction medicine' score=1.00; 'psychiatry neurology addiction psychiatry' score=1.00; 'psychiatry neurology behavioral neurology neuropsychiatry' score=1.00; 'psychiatry neurology brain injury medicine' score=1.00; 'psychiatry neurology child adolescent psychiatry' score=1.00 + spacing rescue,,,,,,,,,,,,,1
Emergency Medicine,207P00000X|207PE0004X,1.0,exact match on 'medicine',,,,,,,,,,,,,1
Endocrinology,163WR1000X|207RE0101X|207VE0102X|2080P0205X,1.0,fuzzy match (query='endocrinology'): 'internal medicine endocrinology diabetes metabolism' score=1.00; 'obstetrics gynecology reproductive endocrinology' score=1.00; 'pediatrics pediatric endocrinology' score=1.00; 'nurse reproductive endocrinology infertility' score=1.00 + spacing rescue,,,,,,,,,,,,,1
Psychology,103TH0100X,0.8182,fuzzy match (query='psychology'): 'psychologist' score=0.82,Psychologist Health Service,1,0,0,0.0,0.0,1,0.4865,0.4865,0.4865,1,0.5656,0
Urology,208800000X,1.0,exact match on 'urology' + spacing rescue,,,,,,,,,,,,,1
Cardiovascular and Thoracic Surgery,208600000X|246X00000X,1.0,fuzzy match (query='cardiovascular thoracic surgery'): 'surgery' score=1.00; 'cardiovascular' score=1.00,,,,,,,,,,,,,1
General Surgery,208600000X|208D00000X,1.0,fuzzy match (query='general surgery'): 'general' score=1.00; 'surgery' score=1.00,,,,,,,,,,,,,1
Sleep Medicine,207PE0004X|207QS1201X|207RS0012X|207YS0012X|2080S0012X,1.0,fuzzy match (query='sleep medicine'): 'medicine' score=1.00; 'family medicine sleep medicine' score=1.00; 'internal medicine sleep medicine' score=1.00; 'otolaryngology sleep medicine' score=1.00; 'pediatrics sleep medicine' score=1.00,,,,,,,,,,,,,1
Cardiovascular and Thoracic Surgery,208600000X|246X00000X,1.0,fuzzy match (query='cardiovascular thoracic surgery'): 'surgery' score=1.00; 'cardiovascular' score=1.00,,,,,,,,,,,,,1
Emergency Medicine,207P00000X|207PE0004X,1.0,exact match on 'medicine',,,,,,,,,,,,,1
Nephrology (Specialist),246ZN0300X,1.0,exact match on 'nephrology',,,,,,,,,,,,,1
Women's Health - Nurse Practitioner,163WW0101X|363L00000X|363LW0102X,1.0,fuzzy match (query='women s nurse'): 'nurse' score=1.00; 'nurse women s ambulatory' score=1.00; 'nurse women s' score=1.00,,,,,,,,,,,,,1
Pediatric Critical Care Medicine,207PE0004X|207PP0204X|2080P0203X,1.0,fuzzy match (query='pediatric critical medicine'): 'medicine' score=1.00; 'medicine pediatric medicine' score=1.00; 'pediatrics pediatric critical medicine' score=1.00,,,,,,,,,,,,,1
Family Medicine,207PE0004X|207Q00000X|207QA0000X|207QA0401X|207QA0505X,1.0,fuzzy match (query='family medicine'): 'medicine' score=1.00; 'family medicine osteopathic manipulative treatment' score=1.00; 'family medicine addiction medicine' score=1.00; 'family medicine adolescent medicine' score=1.00; 'family medicine adult medicine' score=1.00,,,,,,,,,,,,,1
Nurse Anesthetist,363L00000X|367500000X,1.0,fuzzy match (query='nurse anesthetist'): 'nurse' score=1.00; 'nurse anesthetist certified' score=1.00,,,,,,,,,,,,,1
Nurse Anesthetist,363L00000X|367500000X,1.0,fuzzy match (query='nurse anesthetist'): 'nurse' score=1.00; 'nurse anesthetist certified' score=1.00,,,,,,,,,,,,,1
Miscellaneous,JUNK,0.5185,best fuzzy 0.52 below cutoff 0.60 (query='miscellaneous'),,,,,,,,,,,,,0
Social Worker,104100000X|1041C0700X,1.0,exact match on 'social worker',,,,,,,,,,,,,1
Hospitalist,208M00000X,1.0,exact match on 'hospitalist' + spacing rescue,,,,,,,,,,,,,1
Social Worker,104100000X|1041C0700X,1.0,exact match on 'social worker',,,,,,,,,,,,,1
Anesthesiology,207L00000X,1.0,exact match on 'anesthesiology' + spacing rescue,,,,,,,,,,,,,1
Hospitalist,208M00000X,1.0,exact match on 'hospitalist' + spacing rescue,,,,,,,,,,,,,1
Pulmonology,2080P0214X,1.0,fuzzy match (query='pulmonology'): 'pediatrics pediatric pulmonology' score=1.00 + spacing rescue,,,,,,,,,,,,,1
Obstetrics and Gynecology,207V00000X,1.0,exact match on 'obstetrics gynecology',,,,,,,,,,,,,1
Hematology and Oncology,207RH0003X|2080P0207X|261QX0200X,1.0,fuzzy match (query='hematology oncology'): 'internal medicine hematology oncology' score=1.00; 'pediatrics pediatric hematology oncology' score=1.00; 'oncology' score=1.00,,,,,,,,,,,,,1
Pediatric Neurology,2088P0231X,0.9444,fuzzy match (query='pediatric neurology'): 'urology pediatric urology' score=0.94,Urology Pediatric Urology,0,1,0,0.3333,0.0,0,0.9444,0.9444,0.9444,1,0.4439,0
Cardiac Electrophysiology,207RC0001X,1.0,fuzzy match (query='cardiac electrophysiology'): 'internal medicine cardiac electrophysiology' score=1.00,,,,,,,,,,,,,1
Neurology,2084A0401X|2084B0040X|2084P0301X|2084P0802X|2084P0804X,1.0,fuzzy match (query='neurology'): 'psychiatry neurology addiction medicine' score=1.00; 'psychiatry neurology addiction psychiatry' score=1.00; 'psychiatry neurology behavioral neurology neuropsychiatry' score=1.00; 'psychiatry neurology brain injury medicine' score=1.00; 'psychiatry neurology child adolescent psychiatry' score=1.00 + spacing rescue,,,,,,,,,,,,,1
Neurology,2084A0401X|2084B0040X|2084P0301X|2084P0802X|2084P0804X,1.0,fuzzy match (query='neurology'): 'psychiatry neurology addiction medicine' score=1.00; 'psychiatry neurology addiction psychiatry' score=1.00; 'psychiatry neurology behavioral neurology neuropsychiatry' score=1.00; 'psychiatry neurology brain injury medicine' score=1.00; 'psychiatry neurology child adolescent psychiatry' score=1.00 + spacing rescue,,,,,,,,,,,,,1
General Practice,208D00000X,1.0,exact match on 'general',,,,,,,,,,,,,1
Addiction Medicine,207LA0401X|207PE0004X|207QA0401X|207RA0401X|2083A0300X,1.0,fuzzy match (query='addiction medicine'): 'anesthesiology addiction medicine' score=1.00; 'medicine' score=1.00; 'family medicine addiction medicine' score=1.00; 'internal medicine addiction medicine' score=1.00; 'preventive medicine addiction medicine' score=1.00,,,,,,,,,,,,,1
Radiology,243U00000X|261QR0200X,1.0,exact match on 'radiology' + spacing rescue,,,,,,,,,,,,,1
Urology,208800000X,1.0,exact match on 'urology' + spacing rescue,,,,,,,,,,,,,1
Internal Medicine,207R00000X,1.0,exact match on 'internal medicine',,,,,,,,,,,,,1
Miscellaneous,JUNK,0.5185,best fuzzy 0.52 below cutoff 0.60 (query='miscellaneous'),,,,,,,,,,,,,0
Miscellaneous,JUNK,0.5185,best fuzzy 0.52 below cutoff 0.60 (query='miscellaneous'),,,,,,,,,,,,,0
Internal Medicine,207R00000X,1.0,exact match on 'internal medicine',,,,,,,,,,,,,1
Hospitalist,208M00000X,1.0,exact match on 'hospitalist' + spacing rescue,,,,,,,,,,,,,1
Dentistry,1223P0221X,1.0,fuzzy match (query='dentistry'): 'dentist pediatric dentistry' score=1.00 + spacing rescue,,,,,,,,,,,,,1
Cardiac Electrophysiology,207RC0001X,1.0,fuzzy match (query='cardiac electrophysiology'): 'internal medicine cardiac electrophysiology' score=1.00,,,,,,,,,,,,,1
Retina Specialist,207WX0107X,1.0,fuzzy match (query='retina'): 'ophthalmology retina' score=1.00,,,,,,,,,,,,,1
Retina Specialist,207WX0107X,1.0,fuzzy match (query='retina'): 'ophthalmology retina' score=1.00,,,,,,,,,,,,,1
Orthopedic Surgery,207X00000X|208600000X|246ZX2200X,1.0,fuzzy match (query='orthopedic surgery'): 'surgery' score=1.00; 'orthopedic' score=1.00; 'orthopaedic surgery' score=0.97,,,,,,,,,,,,,1
Physical Medicine and Rehabilitation (Physiatry),207PE0004X|208100000X|283X00000X,1.0,fuzzy match (query='medicine rehabilitation physiatry'): 'medicine' score=1.00; 'medicine rehabilitation' score=1.00; 'rehabilitation' score=1.00,,,,,,,,,,,,,1
Plastic and Reconstructive Surgery,207WX0200X|208200000X|208600000X|2086S0122X,1.0,fuzzy match (query='plastic reconstructive surgery'): 'ophthalmology ophthalmic plastic reconstructive surgery' score=1.00; 'plastic surgery' score=1.00; 'surgery' score=1.00; 'surgery plastic reconstructive surgery' score=1.00,,,,,,,,,,,,,1
